page_id,name,ID,ALIGN,EYE,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
287135,Metalhead II (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"2000, May",2000
287174,Napalm II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"2000, March",2000
134786,Pampero (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,1.00,"2000, September",2000
55375,Rosemary Fields (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,1.00,"2000, October",2000
193443,Skeleton (New Earth),Secret Identity,Bad Characters,,,,Living Characters,1.00,"2000, April",2000
146788,Tengu II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"2000, August",2000
263726,Tusk (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"2000, January",2000
304469,Zac Ares Bandet (New Earth),,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"2000, July",2000
89114,Audrey Lee (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,1.00,"1999, May",1999
172065,Bad Grrl (New Earth),,Bad Characters,,Female Characters,,Living Characters,1.00,"1999, July",1999
183122,Bitter Ruth (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,1.00,"1999, July",1999
183474,Blithe (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1999, December",1999
110540,Bobby Gazzo (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,1.00,"1999, December",1999
183636,Buzzword (New Earth),Secret Identity,Bad Characters,White Eyes,Female Characters,,Living Characters,1.00,"1999, August",1999
130673,Colby Zag (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, January",1999
130950,Constance Hollis (New Earth),,Bad Characters,,Female Characters,,Deceased Characters,1.00,"1999, January",1999
184480,Crazytop (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, January",1999
184516,Cybersaw (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, July",1999
35591,Cythonna (New Earth),Public Identity,Bad Characters,White Eyes,Female Characters,,Living Characters,1.00,1999,1999
184577,Dartagnan (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, July",1999
184580,Deadfall II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, July",1999
185274,Doctor Omega (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, July",1999
184678,Dome (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, October",1999
361915,Echielias (New Earth),Public Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1999, November",1999
291985,Gorbzil Mammit (New Earth),Public Identity,Good Characters,Hazel Eyes,Male Characters,,Living Characters,1.00,"1999, August",1999
282981,Grover Cleveland (New Earth),,Good Characters,,Male Characters,,Living Characters,1.00,"1999, August",1999
186937,Hearse (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, July",1999
284549,Heraphon (New Earth),Public Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1999, November",1999
187313,Illuminata (New Earth),,Bad Characters,Green Eyes,Female Characters,,Living Characters,1.00,"1999, June",1999
191392,Miss Gsptlsnz (New Earth),,,,Female Characters,,Living Characters,1.00,"1999, July",1999
341953,Nurse Maggit (New Earth),Public Identity,Bad Characters,Red Eyes,Female Characters,,Living Characters,1.00,"1999, September",1999
221522,Piton II (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, December",1999
192326,Psykosis (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,1999,1999
192619,Red Dart (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, October",1999
361919,Rrall (New Earth),Public Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1999, November",1999
193340,Sir Real (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1999, December",1999
194115,Tora (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1999, January",1999
344909,Vestina (New Earth),,Good Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1999, November",1999
150497,William Riley (New Earth),,,Blue Eyes,Male Characters,,Living Characters,1.00,"1999, June",1999
254235,Aaron Hayley (New Earth),,Good Characters,,Male Characters,,Living Characters,1.00,1998,1998
13675,Acidia (New Earth),Secret Identity,Bad Characters,Red Eyes,Female Characters,,Living Characters,1.00,"1998, May",1998
282749,Adder (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1998, July",1998
345477,Alexis (New Earth),,,,Female Characters,,Living Characters,1.00,"1998, September",1998
334230,Andrew Johnson (New Earth),,Good Characters,,Male Characters,,Living Characters,1.00,"1998, May",1998
187274,Becky Albright (New Earth),Public Identity,Good Characters,Hazel Eyes,Female Characters,,Living Characters,1.00,"1998, February",1998
265510,Bookworm III (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,1.00,"1998, May",1998
183742,Carnivore (New Earth),Identity Unknown,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1998, March",1998
15956,Crackle (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1998, May",1998
184570,Dark (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1998, December",1998
345481,Dimita (New Earth),,,,Female Characters,,Living Characters,1.00,"1998, October",1998
283548,Kid Emotion (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"1998, February",1998
243954,Manx (New Earth),Secret Identity,Good Characters,,Female Characters,,Deceased Characters,1.00,"1998, July",1998
127411,Michael Patten (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"1998, October",1998
243964,Mister Action (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1998, July",1998
184083,Peter Malley (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,1.00,"1998, January",1998
304309,Phantos (New Earth),,Good Characters,Red Eyes,,,Deceased Characters,1.00,"1998, December",1998
265509,Pom Pom Girl (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,1.00,"1998, May",1998
265508,Prom Queen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1998, May",1998
192562,Radiant II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1998, May",1998
7588,Retro (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1998, February",1998
139771,Rip Roar (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1998, October",1998
205398,Robert Smith (New Earth),,Good Characters,,Male Characters,,Living Characters,1.00,"1998, February",1998
15897,Sharpe (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1998, May",1998
345478,Simone (New Earth),,,,Female Characters,,Living Characters,1.00,"1998, September",1998
243958,Song Bird (New Earth),Secret Identity,Good Characters,,Female Characters,,Deceased Characters,1.00,"1998, July",1998
194082,Termina (New Earth),,Bad Characters,,Female Characters,,Deceased Characters,1.00,"1998, June",1998
15826,Thaddeus Hoskins (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1998, December",1998
193622,3g4 (New Earth),,Good Characters,,Male Characters,,Deceased Characters,1.00,"1997, October",1997
220137,Aimee DeWitt (New Earth),Public Identity,,,Female Characters,,Living Characters,1.00,"1997, July",1997
351335,Althesia (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1997, July",1997
309400,Andrea Martinez (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1997, October",1997
128330,Andrew McFee (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, October",1997
344609,Ariadne of the Blue Guard (New Earth),,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,1.00,"1997, July",1997
172057,AWOL (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, March",1997
183481,Bloodhound (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, March",1997
315434,David Mancini (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,1997,1997
184598,Deathgrip (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, March",1997
130968,Dell Merriwether (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, October",1997
110534,Donald Sullivan (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, January",1997
128375,Earl Povich (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Living Characters,1.00,1997,1997
186154,Fangg (Post-Zero Hour),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, June",1997
283028,Franklin Pierce (New Earth),,Good Characters,,Male Characters,,Living Characters,1.00,"1997, September",1997
203443,Hannibal Hawk (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,1997,1997
263716,Hathak (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, December",1997
145342,Hector Ramirez (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1997, April",1997
273686,Hoppy (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1997, August",1997
187336,Inkling (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, October",1997
131105,Isaac Fisher (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"1997, May",1997
110521,Jasper Dolan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"1997, September",1997
110535,Jimmy Murphy (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, January",1997
110536,Kevin Kelly (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, January",1997
110542,Luca Mareli (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, February",1997
353843,Mawu (New Earth),Public Identity,Neutral Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1997, October",1997
110533,Mickey Sullivan (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1997, January",1997
273695,Millie (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,1.00,"1997, August",1997
321378,Mister Finish (New Earth),Secret Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1997, September",1997
238763,Mister Frost (New Earth),,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1997, March",1997
127793,Nikolai Karpov (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, March",1997
203434,Ohiyesa II (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,1997,1997
191975,Output (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, September",1997
191977,Override (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, September",1997
131200,Peter Ostine (New Earth),,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,1.00,"1997, February",1997
309394,Richard Malverne (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"1997, January",1997
192772,Rockslide (Post-Zero Hour),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, June",1997
193125,Scareware (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, June",1997
311157,Sergeant Mack (New Earth),,Good Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1997, December",1997
91922,Silas Kent (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1997, August",1997
194075,Tattoo II (New Earth),,Bad Characters,,Female Characters,,Living Characters,1.00,"1997, March",1997
332883,Topkick (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, October",1997
194137,Twilight II (New Earth),Secret Identity,Bad Characters,Blue Eyes,Female Characters,Homosexual Characters,Living Characters,1.00,"1997, November",1997
110640,Vincent Falcone (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1997, August",1997
279177,Ace of Clubs (Arcana) (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, August",1996
278562,Ace of Diamonds (Arcana) (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, August",1996
279231,Ace of Hearts (Arcana) (New Earth),Secret Identity,Bad Characters,,Female Characters,,Deceased Characters,1.00,"1996, August",1996
10574,Arashi Ohashi (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1996, December",1996
183485,Bloodtype (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, August",1996
138120,Cockatoo (New Earth),,Bad Characters,,Female Characters,,Deceased Characters,1.00,"1996, April",1996
192254,Curtis Falconer (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, August",1996
138106,Darkstorm (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, April",1996
137799,Eckstein (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1996, March",1996
328807,Fong (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, March",1996
138144,Ironbolt (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, April",1996
188539,Karrion (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1996, January",1996
63416,Michael Adams (New Earth),,,,Male Characters,,Living Characters,1.00,"1996, October",1996
355989,Mindy Falconer (New Earth),Public Identity,Bad Characters,,Female Characters,,Deceased Characters,1.00,"1996, September",1996
138392,Mink (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, April",1996
310616,Myst (New Earth),Secret Identity,Good Characters,,Female Characters,,Living Characters,1.00,"1996, August",1996
138394,Panzer (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, April",1996
188997,Phillipe Mouton (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1996, November",1996
192282,Poltergeist (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1996, December",1996
110520,Richard Daniel (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"1996, December",1996
140662,Richard Dunston (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1996, August",1996
296889,Tarant (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1996, August",1996
137794,Thrax (New Earth),,Neutral Characters,,Male Characters,,Deceased Characters,1.00,"1996, March",1996
367527,Wallace Johnson (New Earth),,Good Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"1996, December",1996
194560,Wardog (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1996, January",1996
186676,Abner Girdler (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, October",1995
279465,Ace of Spades (Arcana) (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1995, July",1995
193321,Adrian Wentworth (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, December",1995
269383,Adrian Zapruder (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,1.00,"1995, March",1995
341968,Buna (New Earth),Public Identity,,Blue Eyes,Female Characters,,Living Characters,1.00,"1995, September",1995
196510,Chillblaine III (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1995, January",1995
274606,Clay Irons (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,1.00,1995,1995
286234,Doctor Spectron (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, November",1995
240102,Duality (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, May",1995
186178,Firebomb (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, April",1995
305284,Gaia (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1995, February",1995
131114,Herbert Johnson (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, August",1995
151520,Indigo (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1995, July",1995
197579,Kalibre (New Earth),,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1995, September",1995
119427,Killrok (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, June",1995
189008,Lighter Man (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1995, April",1995
341796,Master Mayhem (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,1995,1995
209171,Miles Duncan (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1995, May",1995
190829,Mountain Man (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, February",1995
190830,Mourn (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, November",1995
128028,Onassis Sklar (New Earth),,,,Male Characters,,Living Characters,1.00,"1995, June",1995
260400,Percival Pill (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,1.00,"1995, May",1995
192242,Pierce I (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,1995,1995
192258,Piton I (New Earth),,Bad Characters,,Female Characters,,Living Characters,1.00,"1995, February",1995
192299,Prince Inferno (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1995, July",1995
127986,Steven Kernahan (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"1995, October",1995
129937,Thomas Raymond Chatham (New Earth),Public Identity,,Green Eyes,Male Characters,,Deceased Characters,1.00,"1995, July",1995
172063,Backstabber (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1994, April",1994
183489,Blowout (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1994, December",1994
344900,Braka (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, September",1994
196513,Chillblaine II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, March",1994
127952,Daniel Paoulo (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1994, May",1994
296542,Druu (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1994, October",1994
186182,Firepower (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, May",1994
186251,Freelance (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, December",1994
344580,Helen (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, September",1994
186955,Hotspot (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,1.00,"1994, September",1994
344318,Jocasta of Themyscira (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, September",1994
304341,Kkrudd (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1994, March",1994
344901,Lartys (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, September",1994
345377,Mala of Bana-Mighdall (New Earth),,Good Characters,Blue Eyes,Female Characters,,Living Characters,1.00,"1994, October",1994
82046,Mark Armstrong (New Earth),,Good Characters,Green Eyes,Male Characters,,Living Characters,1.00,"1994, December",1994
288911,Mary Harper (New Earth),Public Identity,Good Characters,,Female Characters,,Deceased Characters,1.00,"1994, November",1994
285590,Merritz (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1994, May",1994
246537,Nera (New Earth),,Good Characters,,,,Living Characters,1.00,"1994, January",1994
142374,Ohm (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, May",1994
344907,Patrice (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, December",1994
344906,Penelope II (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, November",1994
192198,Phantom Barber (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, April",1994
192261,Plasma (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, June",1994
192425,Quake (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, September",1994
193099,Salvo (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, April",1994
193237,Shellgame (New Earth),Secret Identity,Bad Characters,Blue Eyes,Female Characters,,Living Characters,1.00,"1994, September",1994
193949,Stiletta (New Earth),Secret Identity,Bad Characters,Green Eyes,Female Characters,,Living Characters,1.00,"1994, September",1994
344904,Trigona (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1994, October",1994
194616,Wildman (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1994, February",1994
264404,Billy the Girl (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1993, December",1993
183484,Bloodthirst (New Earth),Secret Identity,Bad Characters,White Eyes,Male Characters,,Living Characters,1.00,"1993, November",1993
13694,Bludhound (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1993, December",1993
137768,Chumpp (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,1993,1993
184257,Codpiece (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1993, September",1993
294696,Epernix (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1993, August",1993
186551,Galaxa (New Earth),,Bad Characters,,Female Characters,,Living Characters,1.00,"1993, April",1993
186911,Hardknox (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1993, December",1993
142176,Harry Kent (New Earth),,,,Male Characters,,Deceased Characters,1.00,"1993, June",1993
187528,Janissary (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1993, May",1993
127786,Jesus Valdez (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1993, July",1993
83095,Luke Hames (New Earth),,Good Characters,Blue Eyes,Male Characters,,Living Characters,1.00,1993,1993
401552,Marauder I (New Earth),Secret Identity,Bad Characters,Green Eyes,Female Characters,,Deceased Characters,1.00,"1993, October",1993
182820,Michael Wasco (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,1993,1993
83096,Perry Dennison (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,1.00,1993,1993
294697,Rayyana (New Earth),Public Identity,Good Characters,,Female Characters,,Deceased Characters,1.00,"1993, August",1993
137780,Robert Heavington Dubelz (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,1.00,1993,1993
302659,Selaya (New Earth),,Good Characters,,Female Characters,,Deceased Characters,1.00,"1993, December",1993
30213,Timothy Miller (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1993, June",1993
294698,Tuprolix (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1993, August",1993
208902,Aaron Babcock (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1992, March",1992
129966,Archibald Tipple (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1992, April",1992
2726,Chillblaine I (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,1992,1992
363566,Darthartheen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,1992,1992
363551,Dawlakispokpok (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,1992,1992
182483,Five of Diamonds I (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1992, April",1992
182477,Four of Spades II (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1992, April",1992
131185,Jon Kennedy Payne (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,1.00,"1992, November",1992
156768,Martian Womanhunter (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,1.00,"1992, September",1992
155215,Nicodemus (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1992, July",1992
156775,Norman the Doorman (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1992, September",1992
365292,Pharamond (New Earth),Secret Identity,,Brown Eyes,,,Living Characters,1.00,"1992, November",1992
19800,Phyllis Baker (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,1.00,"1992, April",1992
192777,Rook (New Earth),Secret Identity,Bad Characters,Blue Eyes,Female Characters,,Living Characters,1.00,"1992, September",1992
192788,Rott (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1992, April",1992
156761,Sonarr (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1992, September",1992
155886,Stanislaus Johns (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Living Characters,1.00,"1992, April",1992
156764,Stinkbug (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,1.00,"1992, September",1992
182486,Three of Hearts I (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1992, April",1992
182474,Three of Spades II (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1992, April",1992
363556,Thwarcharchura (New Earth),Public Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,1992,1992
295220,Zifor (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,1.00,"1992, December",1992
283114,Agogg (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,1.00,"1991, February",1991
344888,Amaya (New Earth),,Bad Characters,Blue Eyes,Female Characters,,Deceased Characters,1.00,"1991, September",1991
127402,Angst (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,1.00,"1991, October",1991
164749,Big Breeda (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1991, June",1991
192312,Boris Dhumov (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1991, June",1991
129031,Caesar Lopez (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1991, December",1991
332266,Ceres (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1991, September",1991
184511,Cursor (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1991, April",1991
184578,Database (New Earth),,Bad Characters,,Male Characters,,Living Characters,1.00,"1991, April",1991
282925,Desdemona (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,1.00,"1991, January",1991
185830,Electrocutioner II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1991, February",1991
15907,Huitzilopochtli (New Earth),Public Identity,Neutral Characters,Black Eyes,Male Characters,,Living Characters,1.00,"1991, October",1991
344885,Jasmine (New Earth),,,Brown Eyes,Female Characters,,Living Characters,1.00,"1991, May",1991
172053,Julie Crystal (New Earth),,Bad Characters,Blue Eyes,Female Characters,,Living Characters,1.00,1991,1991
153784,Julius Barrow (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,1.00,"1991, May",1991
344890,Lyana (New Earth),,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1991, September",1991
189287,Mainframe (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,1.00,"1991, April",1991
344893,Marita (New Earth),,Bad Characters,Brown Eyes,Female Characters,,Living Characters,1.00,"1991, September",1991
344342,Meda (New Earth),,Good Characters,,Female Characters,,Living Characters,1.00,"1991, November",1991
